PartNo,PartName,User,Supplier,Date,SupplierQuote,Rec,SettledPrice
9361,sing,Mr. Adam Barnett,Parker-Stevens,2023-05-08,168.74,107.09,130.46
5598,issue,Tricia Allen,Edwards-Jacobson,2023-01-25,100.13,61.06,77.84
3755,sea,Nicholas Adams,Fuentes-Sutton,2023-05-17,382.5,233.11,286.28
8260,authority,Tammy Long,Simpson Inc,2023-05-18,312.21,194.7,231.9
4280,whose,Steven Hurst,Zhang-Sims,2023-03-31,236.34,155.09,178.16
4449,instead,Cynthia Jones,"Dixon, Elliott and Riley",2023-08-13,97.2,62.06,71.43
4085,let,Susan Hancock,Rivera-Hughes,2022-12-06,193.05,118.42,138.99
5952,memory,Sarah Sanchez,Hood-Fuentes,2023-06-28,481.02,323.29,376.14
8393,year,Steven Miller,"Allen, Jones and Young",2023-04-15,344.04,234.27,260.1
6376,season,Martin Martin,Jones and Sons,2022-11-25,84.25,52.35,65.85
2031,throw,Tiffany Barnett,Hale-Davis,2023-04-14,276.16,173.22,217.86
6099,adult,Carrie Mays,Mcneil Inc,2022-12-20,457.1,312.52,345.26
2005,hotel,Erin Schneider,Cooper-Hubbard,2023-08-19,353.47,246.6,266.35
7052,experience,Kristen Tucker,"Johnson, Wilson and Hill",2023-03-19,448.79,300.39,356.26
5002,song,Karen Love,"White, Crawford and White",2022-12-15,138.77,93.88,100.34
1921,mission,Anita Campbell,"Garcia, Fuller and Alexander",2022-11-10,392.27,260.62,292.66
1804,least,Susan Russell,"Rivera, Thompson and Garcia",2023-03-18,268.47,175.93,208.94
3247,stop,Sarah Fisher,Rivera Ltd,2022-11-05,366.12,230.09,269.2
2659,main,Derek Peck,Baldwin-Pineda,2022-12-31,280.56,191.31,218.16
7121,piece,Melissa Russell,"Smith, Williams and Fowler",2023-03-18,385.02,249.55,302.32
6375,attention,Daniel Robertson,"Jones, Stephenson and Rogers",2022-12-31,115.42,75.24,84.53
7455,character,Scott Ball,"Wiley, Rodriguez and Swanson",2023-08-13,210.83,142.14,150.11
8191,chance,Kelsey Ramos,Thomas LLC,2022-12-30,447.32,310.23,342.46
8853,best,Kimberly Miller,"Wallace, Ford and Smith",2023-07-07,460.35,316.41,338.26
9869,less,Isabella Peterson,"Rollins, Beck and Russo",2022-12-22,279.85,193.52,211.22
1211,a,Rebecca Hardy,"Sparks, Brooks and Herrera",2023-07-16,183.47,126.35,140.98
3939,front,Julie Banks,Ortiz-Fisher,2022-10-01,463.78,304.38,349.6
5207,blood,Michael Evans,Johnston-Brown,2022-08-27,58.89,35.79,43.83
9506,beyond,Sally Mullins,Higgins-Silva,2023-03-05,73.89,49.81,54.5
3472,him,Crystal Smith,Reed and Sons,2023-06-07,134.99,88.95,101.27
7060,month,Mary Gonzalez,Beck-Brooks,2023-06-09,264.67,175.05,208.39
5021,of,Donald Ward,Jackson-Hood,2023-05-27,381.31,253.37,292.66
7929,hotel,Robert Lopez,"Hunter, White and Mercer",2022-10-20,234.89,152.66,181.87
2697,treatment,Sandra Peterson,"Manning, Leonard and Mccormick",2022-09-19,73.41,47.65,57.99
4815,deep,Daniel Ramirez,Stewart-Bridges,2023-03-16,306.21,184.29,234.16
7608,history,William Vasquez,Wood-Daniels,2023-05-06,77.03,49.21,60.05
6768,his,Joe Martin,Nelson-Clark,2023-07-16,305.3,184.9,230.09
4953,ask,Jordan Ibarra,Hensley-Taylor,2023-07-10,252.25,154.47,181.44
5792,data,Christy Ortiz,"Copeland, Stewart and Larson",2023-02-14,411.46,277.17,321.9
4158,seem,Kevin Thomas,"Caldwell, Pugh and York",2023-08-16,372.24,232.97,260.77
2542,onto,Justin Diaz,Diaz-Jones,2023-03-28,339.67,219.8,270.19
6971,possible,Michael Warren,"Lambert, Howard and Richards",2022-09-27,78.62,53.01,60.83
3718,store,John French,"White, Clark and Rodriguez",2022-10-14,407.76,279.22,299.82
4305,research,Bruce Cortez,"Mcdonald, Wells and Evans",2022-12-10,262.08,160.27,208.41
9245,plant,Jack Rogers,"Reyes, Wells and Griffin",2022-11-07,267.92,174.78,188.38
9676,for,April White,Jackson-Rasmussen,2023-07-10,122.89,80.47,96.69
9065,soldier,Meghan Meyer,Hall Inc,2022-11-15,297.49,187.76,217.38
6986,mean,Emma Arias,Collins PLC,2022-12-27,229.22,158.73,179.63
3997,away,Mark Smith,Morris Group,2023-02-03,394.77,242.76,288.64
4358,why,Angela Warren,"Flores, Mercer and Wagner",2023-01-08,294.85,190.35,211.61
6037,Republican,Thomas Crawford,"Wilcox, Hood and Flores",2022-10-12,133.82,93.22,100.37
5084,under,Kenneth Wilson,Davis Inc,2023-01-29,229.86,155.8,179.24
3968,recognize,David Rowe,"Byrd, Long and Fernandez",2022-09-17,499.9,312.51,373.77
7033,hand,Brandi Neal,Velez-Lyons,2023-01-23,465.14,300.74,359.06
2900,spend,Nicole Smith,Ray LLC,2023-08-26,263.26,159.43,204.11
5019,study,Megan Johnson,Holt Inc,2023-01-23,111.81,73.57,84.41
3954,own,Justin Zimmerman,Hurley-Murphy,2022-10-06,129.13,80.79,94.92
4894,real,Matthew Livingston,Johnson PLC,2023-07-08,444.81,276.55,350.97
4313,establish,Lauren Ramirez,Horne PLC,2023-04-19,106.16,69.18,84.7
3405,water,Jon Davis,Allen Group,2023-07-31,457.84,297.62,354.29
3144,agent,Steven Evans,Miller Ltd,2023-04-22,442.86,283.14,312.98
1798,near,Heidi Johnson,Fitzgerald-Reynolds,2022-10-13,436.36,280.87,326.91
5892,analysis,Nicholas Fernandez,Craig-Schroeder,2023-02-08,431.65,275.01,325.46
7374,knowledge,Alexandra Johns,"Mora, Jenkins and Duncan",2023-07-30,82.81,51.15,63.37
6079,light,Blake Shelton,Sullivan-Kirby,2023-05-16,257.77,166.3,205.08
4628,large,David Lewis,"Rich, Price and Anderson",2022-12-30,122.7,84.61,93.96
8879,attorney,Jessica Brown,Lewis-Anderson,2023-01-28,310.69,193.03,232.33
2803,they,Brian Hoffman,Heath-Lozano,2023-06-30,476.02,292.25,375.5
8755,best,Tina Scott,"Grimes, Keith and Moore",2023-01-16,289.27,195.88,207.77
4347,market,Anthony Smith,Schmidt Ltd,2022-10-24,436.09,275.99,341.23
6750,site,Timothy Gomez,Rosario Ltd,2023-07-04,207.51,125.47,148.76
2956,air,Hailey Harris,Love LLC,2023-02-12,138.19,93.07,103.49
6464,conference,Steven Ritter PhD,"Bauer, Johnson and Moore",2023-08-24,214.55,148.25,168.31
2540,make,Joyce Peterson,Holmes Inc,2023-06-09,161.66,107.89,114.49
8786,sign,Joseph West,Thompson Inc,2023-06-12,334.53,220.63,258.5
9620,field,Ashley Chen,Downs LLC,2023-03-31,350.4,213.45,248.72
2706,learn,Rhonda Huff,Stephens and Sons,2023-03-16,470.87,291.36,341.89
7829,case,Dr. Christy Roberts DDS,"Moore, Oliver and Bell",2022-12-16,424.32,270.4,301.66
5575,even,Michael Herrera,Banks Inc,2023-05-07,186.63,129.05,141.81
4248,contain,Mark Hicks,King and Sons,2023-04-02,375.07,249.31,268.45
7866,establish,Sarah Johnson,"Church, Cummings and May",2023-08-17,292.12,183.86,221.78
3215,computer,Susan Snow,Thompson Group,2023-02-07,209.91,138.56,154.16
6283,answer,Tabitha Jackson,Lopez-Farrell,2023-06-27,382.1,244.79,304.36
9800,safe,Deanna King,"Chambers, Perkins and Merritt",2023-07-06,280.46,188.65,210.73
7195,from,Kristen Hughes,Johnson-Johnson,2022-10-23,65.09,40.55,46.38
6866,affect,Cameron Lane,Anderson Group,2022-09-22,75.84,45.91,53.48
4643,daughter,Bonnie Medina,Sullivan-Bradley,2023-01-26,490.21,340.74,376.54
7617,could,Rebekah Leach,Bryant and Sons,2023-01-03,206.49,136.81,152.69
2149,clear,Ricardo Stewart,Reed-Jacobson,2023-05-27,155.89,108.79,122.13
6213,reflect,Daniel Livingston,Henry-Phillips,2023-03-21,221.09,143.44,165.1
7115,time,Madison Ramirez,Crawford PLC,2023-06-21,485.07,328.97,381.56
1229,lead,Robin Hughes,"Tanner, Gilbert and White",2023-05-05,220.46,135.54,168.93
3273,north,Mr. Zachary Bell,Martin Inc,2023-06-20,79.47,55.02,59.02
3908,leader,Sara Williams,"Jackson, Branch and Ray",2023-06-08,60.54,39.12,46.24
9370,body,Christian Navarro,"Rodriguez, Morgan and Harris",2023-07-21,276.77,178.73,208.99
4597,politics,Erica Farley,Douglas-Grant,2023-06-02,463.99,289.32,343.18
3486,soldier,Karen Bates,Armstrong and Sons,2022-09-16,318.95,219.69,244.31
4281,accept,Steven Kim,Martinez-Nelson,2022-11-29,499.82,321.83,350.92
1893,answer,Jennifer Davis,Romero and Sons,2022-11-16,55.36,36.19,42.09
6555,pass,Kimberly Brown,"Kerr, Cook and Daugherty",2022-11-14,401.09,279.09,320.59
2268,stock,Donald Johnson,Maynard Inc,2023-03-09,368.16,232.2,266.89
2720,current,Eric Alvarez,"Mccoy, Hall and Rice",2023-04-18,186.09,117.73,142.23
1950,country,Elizabeth Perez,Parks Ltd,2023-04-27,385.18,239.92,282.13
4566,beyond,Mark Garcia,"Key, Wilson and Woodward",2023-04-23,61.41,42.79,44.05
1074,start,Dean Dominguez,Franco Ltd,2023-02-24,458.04,275.29,355.06
3573,fall,Sara Peterson,"Harmon, Walls and James",2023-06-14,281.58,181.29,217.7
4290,carry,Felicia Mann,"Ryan, Smith and Duncan",2022-11-03,321.39,207.98,226.51
8393,final,Lindsey Burgess,Frazier Group,2023-07-12,295.31,204.32,210.05
4870,too,Charles Rodriguez,Grant Ltd,2023-06-30,492.78,314.41,389.6
4380,baby,Kelly Patterson,Smith Inc,2023-02-21,341.29,205.51,256.99
8893,blue,Jonathan Jackson,"Mueller, Cole and Sparks",2023-07-05,162.93,98.36,127.98
5675,subject,Gene Berry,Miller Ltd,2023-01-24,286.23,176.79,218.09
3599,live,Stephanie Lawrence,"Anderson, Smith and Erickson",2023-03-14,187.76,125.95,149.27
3679,offer,Keith Cummings,"Alvarez, Prince and Case",2023-08-14,346.63,223.08,256.44
4238,carry,Lori Ibarra,Hughes-Brown,2023-03-19,372.9,253.64,286.83
3184,traditional,Beth Evans,Church-Mann,2023-01-02,449.24,275.69,345.74
1599,far,Johnathan Brown,White-Alvarez,2023-06-09,494.42,315.49,386.15
1185,herself,Jacob Gonzales,"Robinson, Garcia and Wells",2023-05-09,429.07,273.2,312.13
2439,member,Blake Tyler,"Zamora, Hicks and Oneal",2023-07-12,203.87,129.4,156.28
5461,evidence,Ms. Amanda Gonzales,"Ali, Allen and Mann",2023-05-18,70.74,45.85,55.53
4466,factor,Melissa Chambers,"Cooper, Durham and Robinson",2022-12-06,358.58,222.19,262.85
2417,real,Andrea Bailey,Aguirre Ltd,2023-06-14,458.26,286.04,326.07
6871,feeling,Jorge Yu,"Guerrero, Hawkins and Hogan",2023-06-30,419.3,256.66,295.63
8130,hope,Bryan Burke,Bryant-Nichols,2023-03-04,333.89,222.39,235.2
7501,need,Linda Burgess,Murray-Garcia,2023-04-18,241.52,167.87,169.42
3758,head,Gregory Perry,Nelson Group,2022-11-14,100.17,66.42,77.17
8441,read,Mrs. Diana Carey,"Edwards, Long and Garcia",2023-03-29,269.94,165.44,204.36
7530,forward,Johnathan Woods,"Clark, Baxter and Moore",2023-01-19,496.73,332.05,367.39
8074,ago,Adam Martin,Valentine-Vance,2022-11-20,250.47,165.51,192.47
5992,himself,Victoria Moran DVM,Mitchell PLC,2023-05-27,410.87,264.37,319.37
8664,appear,Andrew Torres,Gonzales Ltd,2023-01-02,231.53,158.86,162.19
5000,drug,Anthony Lambert,Smith-Baker,2022-08-27,283.76,188.22,213.37
9178,religious,Rachel Beard,Griffin PLC,2022-10-05,146.47,91.0,115.17
1093,you,Linda Mccarthy,Collins-Jones,2023-02-23,161.26,97.97,117.72
3144,bring,Kevin Edwards,"Young, Meyer and Harper",2022-12-23,355.25,234.02,262.19
3561,fish,Kimberly Robinson,"Williams, Harris and Malone",2023-01-10,496.15,334.2,370.76
8132,people,Mrs. Veronica Murphy,"Morgan, Davenport and Anderson",2022-09-19,344.81,228.64,275.79
8112,perform,Elizabeth Patton,"Pearson, Chavez and Holt",2022-12-31,192.28,126.19,151.05
5366,rise,Janet Turner,"Jarvis, Ward and Shah",2023-05-13,443.88,301.47,343.74
8324,mean,Regina Hunt,Mcguire-Avery,2022-11-29,252.15,162.99,182.16
5538,three,Jennifer Chandler,Rivas-Holland,2023-08-02,100.28,69.28,78.16
8217,raise,Ralph Ramirez,Miller Ltd,2022-11-04,303.9,197.15,223.15
5765,happy,Stephanie Scott,"Vang, Brown and Martinez",2023-03-15,270.2,183.71,203.04
5280,organization,Joseph Guerrero,Patel Inc,2023-03-18,396.01,275.93,312.95
9208,activity,Joseph Sosa,Elliott PLC,2023-01-22,133.57,88.86,93.59
5021,radio,Jessica Williams,"Eaton, Weaver and Grant",2023-03-06,107.06,71.51,81.11
5607,each,Billy Castro,"Fowler, Jones and Montgomery",2023-07-19,203.31,125.9,149.85
8119,respond,Thomas Cunningham,Ferguson-Rollins,2023-06-07,59.84,37.27,46.33
5748,husband,Randy Wilson,Young LLC,2023-01-08,141.03,85.95,99.92
4528,fund,Leslie Davidson,Cook Inc,2023-07-20,459.94,276.27,355.98
1064,trial,Matthew Wright,Guerrero-Espinoza,2022-09-05,185.12,123.47,141.94
1188,affect,Michaela Washington,Rodriguez-Andrews,2023-05-23,375.9,262.46,290.82
4722,officer,Tom Sanders,Simmons Group,2023-05-14,422.02,274.72,327.89
3390,share,Deborah Vargas,"Brooks, Wilson and Orr",2023-05-08,279.48,187.71,205.49
4110,set,Rachel Robles,Donaldson Ltd,2023-07-02,428.33,295.36,306.33
6842,against,Donald Singh,Davis LLC,2023-08-23,296.51,194.59,218.47
5635,somebody,Amy Velez,Torres LLC,2023-01-17,399.17,267.4,289.69
5326,process,Wendy Gonzalez,"Oneill, Roman and Trujillo",2023-03-23,265.29,179.65,187.78
4404,site,Lisa Stewart,Hart-Reeves,2023-04-05,84.86,57.46,60.01
1002,election,Tara Aguilar,"Sandoval, Klein and Davis",2023-06-21,178.25,117.13,142.0
3072,wide,Deborah Andrews,Roy-Holmes,2023-04-10,470.69,317.59,358.93
8312,enter,Richard Martinez,Hall Inc,2023-01-09,248.02,149.42,190.51
5746,behind,William Sullivan,Wilson and Sons,2022-10-12,378.32,227.03,284.48
7824,staff,Mark Hubbard DVM,Murphy-Kelly,2023-06-24,422.1,269.6,327.82
3150,responsibility,Shane Lowe,"Smith, Mcguire and Carlson",2023-03-29,204.6,131.75,161.97
4600,spend,Tiffany Jensen,Pierce and Sons,2023-06-07,72.17,43.31,52.77
4060,allow,Heather Diaz,Barrett LLC,2023-05-27,269.27,173.78,209.8
1141,dinner,Troy Diaz,"Stanley, Harris and Martin",2023-06-17,394.53,258.5,292.98
8651,item,Caleb Mueller,"Perez, Garcia and Schaefer",2022-12-06,256.35,168.4,187.46
8201,suddenly,Jeffrey Martinez,"Wright, Newton and Anthony",2023-05-14,499.01,314.43,354.66
4993,apply,Olivia Daugherty,Griffin-Clarke,2023-06-30,480.55,318.5,337.07
3026,drop,Mary Mcdonald,"Wilson, Jenkins and Martinez",2023-04-12,188.55,115.66,135.14
3594,policy,Chase Marquez,Zuniga PLC,2023-02-23,224.16,155.41,157.99
5932,mind,Ryan Butler,Brennan-Hawkins,2023-01-05,68.54,45.69,52.18
5353,avoid,Jesse Waller,"Gonzalez, Mata and Cooper",2023-05-16,485.22,299.55,353.98
4066,fill,Austin Wade,Adams-Mitchell,2022-10-03,134.21,84.83,99.62
5021,kid,Lisa Taylor,Bonilla-Graves,2023-03-16,260.16,167.26,191.61
7752,push,Stephen Aguirre,"Knapp, Romero and Sanchez",2023-08-26,229.88,160.24,171.84
9576,beautiful,Jacqueline Romero,Allen-Powers,2023-03-07,497.49,319.26,356.36
3343,eye,David Perez,"Walker, Price and Jones",2022-11-13,178.36,123.02,137.77
7322,call,Shirley Lang,Coleman Ltd,2023-07-14,405.0,265.88,305.18
6195,billion,Craig Hines,Mccormick Inc,2023-05-18,219.03,136.86,173.78
7093,pass,David Jefferson,Thomas Group,2023-06-02,489.06,310.32,344.89
6307,in,Michelle Frost,Scott Ltd,2022-11-23,57.37,36.52,41.31
7858,each,Michael Skinner,Roberts PLC,2022-12-04,121.43,79.53,85.16
2967,keep,Timothy Reeves,Lopez Ltd,2022-12-26,419.78,273.79,309.09
5321,risk,Jordan Riddle,"Chen, David and Smith",2023-07-17,213.75,147.56,167.67
3397,produce,Clinton Kelly,Henderson Inc,2023-07-01,200.04,136.39,140.93
4259,without,Jeremiah Lopez,Jimenez and Sons,2023-05-16,288.18,173.32,224.04
5523,watch,Philip Webster,Mendez-Nunez,2022-09-04,466.85,319.9,367.92
2727,room,Charles Simon,"Gonzalez, Wilson and Mejia",2022-09-25,122.18,76.44,88.0
7624,spring,Martin Jones,Smith-Moreno,2023-02-20,85.71,53.52,68.46
7792,dark,Melinda Stevens,"Horton, Lamb and Lynch",2023-04-06,145.61,100.25,102.39
7975,number,Mr. Evan Cochran,Marshall-Huffman,2023-05-08,349.61,219.88,253.6
2670,past,Julie Harris,"Brooks, Vincent and Hicks",2023-06-17,247.09,163.96,190.99
1772,wait,Anthony Gonzales,Walker LLC,2023-07-14,477.67,307.37,354.54
2986,clear,Valerie Brown,Barnes Ltd,2023-06-14,398.41,262.08,286.33
1983,a,Timothy Anderson,Preston-Mcdonald,2022-12-09,134.85,82.41,97.37
6399,car,Karen Thompson,Martin Group,2023-01-01,82.02,56.83,60.2
4022,trouble,Mark Smith,"Griffith, Roberts and Whitney",2023-03-14,462.06,308.26,342.84
3751,arrive,Kelly Hayes,Clayton-Perez,2023-05-12,151.18,93.69,112.0
7310,husband,Janice Lyons,Best-Watson,2023-06-14,406.52,245.22,290.7
3210,specific,Lisa Wilson,"Chaney, Jones and Lynn",2023-04-13,236.12,161.89,171.42
2385,yourself,Heather Robinson,"Nguyen, Hernandez and Rios",2023-07-05,425.12,280.01,310.42
4558,shake,Jessica Ortiz,Turner-Miller,2023-05-08,278.99,185.04,222.97
1591,another,Samuel Castillo,"Wilson, Mcbride and Baker",2023-08-18,326.37,200.59,236.08
4487,couple,Angela Hayes,Ryan Inc,2023-08-05,280.83,191.8,221.82
9443,run,Megan Coleman MD,"Carter, Harris and Grant",2023-02-12,189.76,125.55,136.14
5040,vote,Sara Gonzalez,"Buckley, Cooper and Adams",2023-07-29,86.01,57.14,63.52
4327,hundred,Rita Taylor MD,"Cline, Lozano and York",2023-08-22,148.09,103.66,106.44
8627,play,Sandy Jones,"Rivera, Manning and Thornton",2022-10-23,199.45,131.67,157.69
7894,easy,Thomas Olson,Barnes-Anderson,2023-03-29,393.59,263.75,284.84
8934,few,John Benson,Cook Ltd,2023-06-25,390.12,256.68,311.11
5591,realize,Donna Heath,Murray and Sons,2023-03-07,444.81,308.58,343.43
4045,provide,Mark Compton,Price-Reed,2022-10-22,232.92,141.51,178.11
5976,magazine,Jill Wang,"Shields, Leonard and Mccoy",2023-02-17,305.38,211.68,235.07
3286,skin,Charles George,Parrish Group,2022-12-05,169.13,114.02,128.16
7837,everybody,Carl Sanchez,"Evans, Jones and Smith",2023-06-23,238.15,159.37,185.1
5751,ahead,Sarah Rodriguez,Avila Group,2022-09-09,116.29,71.09,86.31
1822,human,William Carlson,"Robinson, Jones and King",2023-08-16,293.51,199.64,222.65
7442,require,Sophia Edwards,"Casey, Harrington and Lewis",2023-08-26,58.98,40.1,43.8
1510,computer,Calvin Li,Campos LLC,2023-08-12,86.55,54.98,65.11
8300,create,Angela Smith,"Becker, Herman and Turner",2023-04-13,300.83,195.67,227.97
3187,whom,Zachary Williams,Krueger Group,2023-07-26,87.96,53.31,67.19
4126,though,Patrick Murray,Allen LLC,2022-11-06,128.02,85.66,95.27
5806,me,Briana Benjamin,Weber-Reid,2022-10-16,350.33,242.45,279.32
8264,general,Jimmy Phillips,Moran-Stewart,2022-09-13,239.3,156.2,181.76
7914,today,Karen Martinez,"Mullins, Shelton and Benson",2022-11-24,486.27,320.65,354.34
3493,design,Meagan Barnett,"Carr, Porter and Stein",2022-11-28,155.55,101.16,111.58
6702,describe,Roger Fuller,Herman PLC,2022-09-11,209.12,134.86,160.22
9148,instead,Charles Richards,Johnson-Davis,2023-03-02,217.88,133.87,170.58
8149,specific,Rachel Dawson,Bentley-Nelson,2023-04-29,157.92,100.95,115.1
2983,third,Nancy Mclaughlin,"Garcia, Ruiz and Scott",2023-07-10,218.11,143.98,173.32
5819,card,Troy Flores,Walker-Foley,2022-09-19,258.79,174.71,205.24
5000,leg,Darrell Bailey,Johnson-Walker,2023-01-04,221.78,145.35,163.14
6620,read,Anthony Walker,Roberts-Jones,2023-07-08,400.07,264.7,288.08
8195,understand,Amy Williams,Hernandez Inc,2022-10-20,136.81,88.76,98.07
6795,black,Jacob Hall,Payne LLC,2023-02-02,140.83,92.44,110.38
6203,inside,Andrea Gould,"Brown, Williams and Riley",2022-11-13,350.49,211.32,245.92
3915,anything,Melissa Adams,"Diaz, Wilkerson and Avila",2023-08-08,188.18,127.27,137.38
1483,strong,Hunter Baldwin,Tyler-Cline,2023-08-01,352.6,246.52,264.56
9349,establish,Angela Short,Wyatt Group,2023-01-06,448.13,287.68,352.46
5046,subject,Carrie Griffin,Foster LLC,2023-01-20,120.54,80.2,94.33
7599,tree,Joshua Smith,Jackson Ltd,2023-01-01,124.09,82.47,95.73
8573,rule,David Reyes,"Hanna, Wood and Bailey",2022-12-15,476.48,323.48,349.28
1421,garden,Shirley White,"Johnson, Allen and Peterson",2023-01-13,208.83,134.44,160.87
9345,international,Ashley Alexander,Yates-Ryan,2023-04-17,219.46,153.18,161.74
7164,then,Toni Lewis,Bradley Group,2022-11-07,213.56,130.91,152.94
1444,both,Timothy Petty MD,Gonzalez PLC,2023-01-12,171.62,113.59,120.78
2196,training,Jonathan Schmidt,"Mejia, Moore and Adams",2022-09-12,160.83,102.38,124.08
8391,necessary,Jorge Wilson,"Cowan, Jackson and Mueller",2022-11-27,135.46,94.11,98.26
6559,drive,Sean Burton,"Roy, Crosby and Turner",2023-06-20,381.93,234.99,290.65
6361,movement,Bailey Green,Beck-Campbell,2023-05-30,260.59,173.28,202.47
3564,money,Nicholas Floyd,Buckley-Fox,2022-10-09,92.14,60.1,71.84
6842,data,Meagan Bonilla,"Sanchez, Savage and Arnold",2023-05-03,149.3,91.88,113.04
6242,tax,Paul Barron,Daugherty Group,2022-12-31,332.53,228.38,265.18
8660,various,Aaron Bates,Arnold Group,2022-11-06,394.72,239.43,292.0
6796,simple,Craig Zuniga,"Campbell, Hendricks and Atkins",2023-08-07,156.93,101.46,118.13
5301,yes,Kathleen Burns,Evans and Sons,2023-08-08,240.87,150.01,176.01
2419,my,Travis Montgomery,Cantu Ltd,2022-09-19,147.24,92.86,106.76
1093,discover,Jasmine Miller,"Christian, Hooper and Griffin",2022-09-16,265.06,166.19,211.15
3912,surface,Jamie Clark,"Clements, Thomas and Snow",2022-09-26,169.62,103.95,134.37
9491,daughter,Diane Rodriguez,Smith-Mccall,2023-04-04,318.67,201.06,243.62
7443,war,Kevin Nelson,Petersen-Conley,2022-11-21,438.63,267.14,311.82
1762,style,Daniel Rose,"Zamora, Aguilar and Walker",2022-12-11,105.56,71.04,74.25
5458,although,Christopher Rodriguez,May-Juarez,2023-07-27,282.69,183.17,198.08
3920,minute,Jonathan Jones DVM,"Carroll, Davis and Flynn",2023-04-27,363.17,247.47,269.16
3230,beyond,Willie Morgan,Sherman and Sons,2022-11-12,310.98,187.99,234.13
1274,apply,Michael Daniels,Yates-Reed,2023-02-11,91.64,59.26,64.39
7870,and,Laura Spence,"Norris, Rocha and Reed",2022-09-05,54.7,33.19,39.07
6514,customer,Justin Anderson,King-Collins,2023-08-20,232.19,142.8,163.06
3810,since,Daniel Rowe,Miller PLC,2023-05-18,62.44,41.02,48.75
3491,answer,Carolyn Schwartz,Hood-Campbell,2023-03-30,481.23,292.06,368.34
7937,state,Brian Jensen,Ramirez-Smith,2023-08-18,409.32,264.58,311.35
9897,one,Hector Johnson,Williams Inc,2023-01-09,198.52,124.31,155.48
4007,relate,Robert Lloyd,Lawson Inc,2023-08-01,63.19,39.78,46.4
3786,central,Timothy Gates,"Tran, Coleman and Gay",2022-10-14,441.57,298.65,327.75
8539,statement,Jacob Wilson,Hall and Sons,2023-07-11,88.91,56.81,66.0
9600,job,Joanna Krueger,"Garcia, Church and Howell",2023-02-12,375.38,232.62,271.62
2651,when,Matthew Chavez,Johnson-Turner,2022-09-06,236.55,146.17,183.69
6551,project,Krista Martin,Kirby-Williams,2022-11-25,318.27,205.11,247.23
3115,program,Jacob Warren,Berry-Gonzalez,2023-03-31,277.59,184.8,216.51
3405,prove,Wendy Lowery,Vance Ltd,2023-01-25,73.73,50.95,55.86
4463,must,Sara Gonzalez,Gross Group,2023-07-12,253.76,156.95,180.97
8369,do,Adam Kelly,Peck PLC,2023-07-05,497.66,308.82,387.26
7051,star,Cole Tate,Calhoun-George,2023-05-01,391.53,263.21,302.73
3077,bit,Stuart Brown,Calderon Group,2023-03-06,103.67,67.23,80.54
7176,certainly,Samantha Powell,Miller-Oliver,2022-11-08,66.52,43.05,46.63
2415,international,Brittany Lopez,"Owen, Gomez and Diaz",2022-09-24,168.19,117.21,118.93
8563,though,Anthony Miller,Jackson-Jefferson,2023-04-22,479.79,335.22,379.64
7930,for,Kendra Richards,Mccann-Leonard,2022-10-18,196.0,125.88,154.3
9563,forward,Brandon Holden,Horne and Sons,2023-05-24,207.72,143.26,164.08
3800,only,Dwayne Maddox,Krueger Ltd,2023-02-03,261.58,170.36,199.09
4959,sit,Kathleen Chandler,Bennett LLC,2023-04-26,475.02,292.55,350.88
4916,information,Scott Johns,"Johnson, Miller and Tucker",2022-09-13,211.35,142.11,159.95
8216,so,James Robinson,"Pineda, Murray and Ross",2022-09-27,279.69,168.11,203.15
4571,continue,Michael Bell,Hancock Group,2023-06-04,498.51,309.77,394.87
3157,form,Amanda Curry,Bryant-Crane,2022-09-11,87.32,56.44,69.17
7137,machine,Dr. Colin Santos,"Barber, Harding and Abbott",2023-06-12,166.83,101.43,133.25
3190,rule,Jacob Grant,Wood Ltd,2023-02-15,147.6,95.2,115.81
7729,loss,Julia Crawford,Taylor-Richard,2023-06-10,116.26,72.99,84.38
5968,of,Sherry Andersen,Little and Sons,2023-06-28,293.57,190.07,207.26
7064,talk,Haley Rodgers,Ray Ltd,2023-06-07,271.3,181.11,206.08
6644,task,David Randolph,Simmons PLC,2023-03-24,471.45,299.12,374.32
5839,add,Kenneth Dawson,Murphy-Duran,2023-03-03,239.88,163.07,171.66
5029,result,Lauren Howe,Jones Ltd,2022-11-10,419.52,275.99,330.33
3800,camera,Jennifer Campbell,"Santiago, Clayton and Nicholson",2022-11-09,469.79,328.01,373.37
3975,woman,Amy Ashley,Brown Group,2023-07-19,339.77,207.22,253.54
9087,fill,Joshua Armstrong,Thomas-Hopkins,2022-10-25,398.87,249.82,284.84
6786,heart,Jacqueline Garza,Tucker-Howard,2022-10-31,168.96,110.06,126.9
2024,room,Gregory Smith,Smith-Davis,2023-05-21,299.85,205.1,239.83
3507,remain,Lynn Hampton,Harrington-Perez,2023-02-13,391.91,262.79,299.98
1329,capital,James Maxwell,Snyder-Tate,2023-04-30,363.5,226.4,259.87
2151,on,Tracy Washington,Sutton Group,2022-09-11,372.51,226.52,267.06
6477,claim,Susan Humphrey,Huang-Sexton,2023-08-16,396.81,257.08,295.95
2906,movement,Laura Johnson,Love Ltd,2022-11-05,258.27,155.18,185.31
7312,three,Tamara Lee,Martin-Evans,2023-05-02,234.86,140.96,171.71
3337,might,Nathan Wallace,Hobbs-Sloan,2023-03-11,434.16,282.0,322.92
