PartNo,PartName,User,Supplier,Date,SupplierQuote,Rec,SettledPrice
8108,miss,Timothy Wilson,"Garcia, Gibbs and Turner",2023-01-07,67.47,40.51,52.45
2853,lawyer,William Carpenter,"Weiss, Martinez and Hays",2023-08-10,349.67,226.47,256.4
9360,a,Mr. Stephen Martinez,"Craig, James and Mills",2023-06-02,285.49,192.87,227.56
1075,finally,Kim Boyd,Kirby Inc,2023-07-17,255.81,175.26,190.08
9728,treatment,Dr. Jennifer Hunter MD,"Gomez, Perez and Jackson",2023-04-14,172.71,108.17,129.82
7320,nor,Daniel Cruz,"Cordova, Olsen and Harding",2023-07-04,160.53,99.64,112.66
5169,minute,Alexandra Hurley,Ward and Sons,2022-12-04,405.39,257.98,307.87
4349,couple,Keith Griffin,Gonzalez-Morse,2023-03-30,184.95,125.06,139.91
6214,without,Anthony Hammond,"Diaz, Davis and Martin",2022-12-07,441.55,295.19,323.6
3620,price,Daniel Pope,Morris-Wright,2023-07-18,134.35,88.01,105.23
7162,together,Erica Dixon,Johnson-Figueroa,2023-03-01,356.55,229.56,275.73
5009,serve,Kim Murphy,Stewart Group,2023-06-18,146.09,91.81,104.84
5955,attack,Linda Buckley,"Brown, Perry and Payne",2022-10-14,122.24,76.78,91.51
2174,never,Todd Jones,"Miller, Hawkins and Willis",2022-09-03,177.1,122.3,127.95
8093,common,Crystal Gonzales,Brown Group,2023-08-20,61.49,40.51,44.6
1836,coach,Gerald Robinson,Ibarra-Robertson,2023-02-12,120.47,77.59,86.2
3904,sister,Mary Khan,Gonzalez Ltd,2022-11-27,468.5,318.14,357.57
4249,table,Peter Becker,Norris-Jackson,2023-02-27,412.44,272.15,322.5
5621,give,Erica Romero,Dixon-Williams,2023-02-28,183.98,111.2,140.5
1292,hit,Thomas Mathews,Solis PLC,2023-07-08,289.1,189.71,205.51
2482,free,Joseph Harvey,"Jones, Rogers and Smith",2023-07-25,258.13,157.67,182.96
6954,popular,Gene Wright,Oneill Group,2023-01-15,405.9,276.15,287.97
7416,reduce,Robert Armstrong,Espinoza LLC,2022-12-13,306.21,208.39,235.68
8825,often,Scott Vasquez,Johnson Inc,2023-01-19,420.86,289.65,322.39
5688,cold,Alan Singh,"James, Lucero and Lopez",2023-08-26,112.68,75.59,80.19
9961,would,Dominic Dickson,"Robinson, Russell and Thompson",2022-11-16,187.87,118.44,138.17
2653,price,Jessica Johnson,Smith-Crawford,2023-01-31,397.41,275.9,288.76
4262,executive,Harold Floyd,"Allen, Stephens and White",2023-05-24,227.76,143.13,160.01
3552,all,Sandy Nielsen,Gonzalez PLC,2023-07-17,137.59,94.97,106.31
5328,sport,Nicole Combs,Chang Group,2023-02-28,236.06,160.98,180.82
9907,alone,Michelle Bradford,Gregory-Smith,2023-05-23,159.98,111.1,123.1
9222,impact,Alison Hunter,"Parsons, Williams and Austin",2022-12-29,482.04,295.4,356.94
8112,too,John Huerta,"Smith, Heath and Davis",2023-01-08,304.59,191.61,238.02
9893,same,Michael Jensen,"Watson, Clark and Reynolds",2023-01-31,483.72,333.75,357.29
6670,never,James Hughes,"Austin, May and Park",2023-07-02,107.31,71.34,76.98
7328,likely,Francisco Rivera,"Jordan, George and Garcia",2023-03-25,421.78,281.07,317.34
8830,room,Tommy Cooper,Woods-Higgins,2023-04-05,141.87,94.05,108.6
2165,board,David Bowen,Lamb-Nguyen,2022-10-21,496.66,344.37,387.88
2237,term,Dennis Kennedy,"Wagner, Gallagher and Riley",2022-10-26,289.8,184.29,224.53
5959,about,Ashley Snyder,Vasquez and Sons,2022-11-03,424.24,261.97,307.33
2353,yet,Cindy Gonzales,Buchanan Group,2023-05-17,354.09,220.84,254.63
1483,image,Tina Watson,Vance Group,2023-07-27,403.02,277.04,321.82
6287,example,Brianna Douglas,Wood Group,2023-06-29,286.52,173.39,219.19
1444,beyond,Richard Miller,Parker-Hutchinson,2023-03-05,121.32,73.44,89.84
1119,sort,Michelle Richardson,Cox-Willis,2023-08-19,170.01,118.63,130.32
4131,real,Luke Grant,White and Sons,2022-09-17,476.08,296.86,351.14
5778,middle,Crystal Cardenas,"Herrera, Arroyo and Andrews",2023-06-29,405.81,262.32,317.27
6558,what,Dr. Elizabeth Thomas,Greer-Olsen,2023-08-12,449.89,275.88,334.14
1974,so,Aaron Allen,Parker-Gardner,2023-07-11,375.39,235.32,299.0
4612,protect,Brianna Scott,Johnson PLC,2023-04-30,183.79,127.4,138.38
8870,ground,Christine Smith,Hicks-Maxwell,2023-02-11,148.49,92.06,114.18
2202,stay,Jodi Smith,"Ali, Tucker and Hunt",2023-03-16,146.92,88.94,106.34
2132,work,Mr. Francisco Greene,Edwards LLC,2022-10-09,424.53,275.4,312.95
2772,middle,Roger Smith,Garcia and Sons,2023-02-23,320.35,218.18,226.73
4904,shake,Justin Hernandez,"Hopkins, Walker and Fritz",2023-03-29,446.73,292.07,343.98
8048,long,Robert Simmons,Torres Ltd,2023-07-21,495.26,305.62,351.44
6522,yourself,Bethany Garrison,Madden-Clark,2022-11-30,191.33,124.72,136.63
2424,wide,Sarah Garza,Miller and Sons,2023-04-06,358.49,249.37,279.69
4438,something,Rachel Wilson,Rodriguez-Morse,2023-07-13,244.67,159.09,186.16
7352,manage,Jill Herrera,Ruiz LLC,2023-02-19,439.39,280.14,344.39
1835,network,Joel Medina,Rollins LLC,2023-08-02,469.32,308.81,374.64
7523,few,Michael Beck,"Miller, Garcia and Brown",2023-01-19,447.43,300.44,346.26
9734,level,Brittany Sutton,Reeves and Sons,2022-09-04,126.3,78.08,100.07
5598,at,Claudia Jones,"Young, Hawkins and Weeks",2023-07-19,255.52,163.07,197.43
3499,sure,Douglas Brown,Peterson-Graham,2022-11-09,195.5,135.85,136.95
5534,score,Joseph Moody,Howell-Stafford,2023-03-20,477.9,286.85,368.8
1881,them,Lisa Snyder,"Buckley, Torres and Garcia",2022-10-22,254.27,157.33,187.94
9064,foot,Kyle Lawrence,"Yang, Jones and Kirk",2023-04-13,287.78,191.76,209.64
9050,firm,Melissa Murphy,Haynes LLC,2022-10-03,204.41,129.4,152.78
7009,century,Mrs. Michelle Berry,Kelly Group,2023-03-23,289.25,175.18,230.51
2313,financial,Rebecca Logan,Barron-Davis,2022-09-14,90.38,59.78,71.2
7418,sign,Christina Wood,Carter-Patton,2022-10-11,494.55,324.52,376.15
8751,practice,Jacob Hamilton,Coleman-Flores,2023-07-22,197.1,122.98,141.42
4124,community,Sara George,Morgan LLC,2023-05-11,172.87,120.44,123.35
8533,hair,Tyler Thompson,"Morgan, Martinez and Jones",2023-08-09,347.44,237.13,262.62
3107,key,Zachary Ruiz,"Cole, Atkins and Gray",2023-05-21,227.03,152.49,163.06
8645,since,Jennifer Morales,Mullins and Sons,2023-03-07,124.16,79.89,88.83
5360,care,Debra Owen,"Christensen, Donaldson and Duncan",2023-02-28,414.13,274.37,326.37
3567,movie,Sharon Davis,"Atkinson, Garcia and Martin",2023-04-11,355.06,248.15,268.54
8510,character,Melissa Thomas,Daniels-Robinson,2023-01-24,267.87,185.14,188.58
9877,strategy,Justin Chambers,Powell Inc,2023-02-14,70.07,44.53,50.33
8315,dog,Brenda White,Watson-Rogers,2023-03-07,152.54,100.01,108.01
3577,watch,Amy Hughes,Olson-Morris,2022-12-04,251.72,163.73,185.94
9708,natural,Timothy Robinson,"Rogers, Peterson and Winters",2023-03-15,100.42,64.96,71.46
3008,remember,John White,Hart Group,2023-01-21,367.89,252.53,271.82
6124,over,Mr. Zachary Young,Smith Inc,2023-04-29,327.94,225.75,234.18
5616,present,Matthew Hunt,"Austin, Wilson and Welch",2023-07-20,487.66,297.22,370.76
5596,health,Jesse Miller,Smith-Holt,2023-03-06,481.96,335.75,371.67
9792,whatever,Thomas Calderon,"Pena, Mclaughlin and Adams",2023-03-29,495.71,337.11,373.61
1763,maybe,Denise Brooks,Roberson-Jimenez,2023-03-25,191.05,131.69,147.72
6181,why,Tina Nash,"Carlson, Frost and Davis",2023-01-11,454.65,306.45,355.28
4163,push,Guy Rodriguez,Bell-Stephenson,2022-08-30,333.54,207.52,263.03
1735,consumer,Susan Mendoza,"Hartman, Becker and Todd",2022-12-03,85.01,56.22,67.24
9939,whatever,Megan Bennett,"Holloway, Wallace and Rivera",2022-12-27,137.5,91.87,107.54
3751,card,Bonnie Gibson,Johnson Inc,2023-02-25,387.95,265.97,292.2
5791,send,Michele Pruitt,Taylor LLC,2022-12-22,97.12,60.17,76.06
7131,deep,Rebecca Fowler,Smith Inc,2023-01-27,496.07,314.09,357.99
8226,everyone,Ashley Frye,Gonzalez PLC,2023-08-08,98.23,60.88,77.06
2973,natural,Sharon Knight,Dixon-Coleman,2023-06-01,389.11,269.73,286.26
1923,meeting,Renee Moreno,Smith PLC,2022-11-17,326.37,203.33,259.2
1208,alone,Brittany Frank,Scott Inc,2022-12-06,139.0,94.05,104.42
2670,media,John Gallegos,"Estes, Washington and Davis",2022-12-24,314.6,196.72,238.94
5795,could,Peter Wong,Morris and Sons,2022-12-26,117.9,78.93,91.39
7383,spring,Joseph Sanders,Rodriguez LLC,2023-04-24,227.71,156.26,167.56
1280,develop,William Spears,"Edwards, Harris and Rodriguez",2023-06-09,58.79,40.42,44.93
5801,capital,John Price,Jackson-Wood,2023-02-18,272.03,170.46,201.95
5660,follow,Erin Hernandez,"Ball, Vaughn and Taylor",2023-06-08,295.45,183.22,213.88
4567,cultural,Chad Erickson,Smith-Mora,2023-05-20,288.78,200.13,216.65
8223,without,Corey Black,Collins LLC,2022-11-03,102.09,68.15,76.23
1763,official,Michele Martinez,Wilson-Atkins,2023-03-26,410.36,267.84,290.88
7235,second,Amy Evans,Nichols-Crane,2022-10-07,70.71,42.6,54.74
8464,price,Jason Nichols,"Perez, Medina and Martin",2023-08-09,426.93,258.48,319.2
5762,until,Eric Marsh,"Copeland, Wong and Williams",2023-01-01,80.31,50.13,63.35
5260,respond,Jenna Jimenez,Davis-Moore,2022-11-20,62.48,43.68,47.96
3279,various,Dennis Fritz,Evans Ltd,2022-09-12,311.4,190.48,235.2
1807,rather,Christine Landry,Allen-Price,2022-12-06,316.94,214.95,248.84
9936,model,Justin Cook,"Smith, Bailey and Wiggins",2023-07-13,195.43,122.5,148.76
9038,majority,Christopher Thornton,Diaz Ltd,2023-07-15,242.0,154.74,185.15
2873,guess,David Salazar,"Sampson, Trevino and James",2023-01-27,83.4,52.45,65.64
2285,door,Robert Smith,Oneal-Blanchard,2023-06-10,210.07,137.87,150.86
5285,employee,Maxwell Lopez,Freeman-Sutton,2022-09-30,473.06,303.15,360.07
8689,investment,Jennifer Kelly,Vaughan-Salinas,2023-01-12,296.18,182.61,230.72
5202,visit,George Pitts,Lee-Tran,2023-06-25,406.05,247.62,316.51
2273,play,Sylvia Blake,"Long, Morales and Wong",2023-04-13,399.45,253.43,313.12
3799,federal,Robert Williams,Smith-Mcclure,2023-08-07,327.0,199.48,252.35
6442,record,Vanessa Owens,Crosby Ltd,2023-01-24,383.47,237.71,281.91
2405,safe,Pamela Fox,Wang-Jordan,2023-01-13,71.07,46.87,55.39
2625,edge,Carla Lane,"Cherry, Campos and Chavez",2022-12-16,355.11,231.22,269.44
6787,southern,Kelli Mitchell,"Black, Brewer and Cunningham",2022-10-20,108.92,65.99,82.64
2530,article,Laura Smith,Harris PLC,2022-10-31,167.23,116.47,122.16
9008,rock,Ryan Owens,"Gonzalez, Carter and Cummings",2023-07-23,229.7,158.25,164.41
1491,gun,Andrea Carr,Medina Ltd,2023-01-10,382.09,231.21,285.59
6959,item,Brandon Miller,Lewis-Gutierrez,2023-01-12,432.72,298.5,329.91
9227,rule,Michael Briggs,Singh-Lewis,2023-01-14,259.09,160.37,193.09
2095,board,Samantha Warren,Escobar-Moore,2023-01-02,482.19,295.58,382.19
4759,possible,Cheryl Nguyen,"Tran, Hudson and Flores",2023-07-20,228.09,152.68,171.39
4061,local,Danielle Jackson,Murphy-Osborn,2023-07-09,436.89,297.69,320.94
1864,bank,Edward Sherman,Schmitt-Yoder,2022-12-15,267.82,176.14,193.83
3551,hear,George Weaver,Smith-Walter,2023-01-05,461.23,294.09,342.86
6928,risk,Elizabeth Brown,Campbell-Erickson,2022-12-17,258.17,172.05,200.36
6524,arrive,Susan Wood,"Burton, Hayden and Smith",2023-03-04,50.57,32.8,38.66
3630,set,John Weber,"Diaz, Warner and Johnson",2022-09-24,122.69,76.38,95.02
3277,share,Michael Avery,Ray Group,2022-09-22,221.72,140.25,177.13
9438,black,Tyler Lewis,"Berg, Johnson and Johnson",2023-01-05,414.28,261.55,308.41
8202,reality,Jeffrey Stevenson,"York, Morgan and Bush",2022-12-27,231.6,158.31,178.85
6925,save,Timothy Miller,"Rice, Avila and Gregory",2023-01-25,409.31,273.16,314.41
5076,material,Omar Thomas,Haynes-Mccoy,2023-06-03,341.37,222.03,260.53
3840,threat,Brent Padilla,"Estrada, Hernandez and Lindsey",2022-09-26,370.56,236.44,260.25
9920,school,Cheryl Gordon,"Byrd, Morales and Woodard",2023-05-04,201.36,125.59,150.05
7963,street,Mr. Craig Johnson PhD,"Stewart, Gomez and Neal",2022-09-25,433.53,302.24,317.84
9478,energy,Sharon Flores,"Smith, Palmer and Miller",2023-07-06,414.29,259.43,302.42
9420,conference,Chelsea Willis,Browning Inc,2023-06-21,173.64,115.8,132.19
5916,fill,Nathan Davis,"Smith, Jones and Wallace",2022-11-09,147.18,92.97,108.46
9418,other,Alicia Barrett,Smith-Smith,2023-05-12,422.98,279.84,316.99
6506,eat,Marco Thomas,Hardy-Hicks,2023-06-24,488.27,334.25,343.02
3308,glass,Jennifer Brown,"Rivera, Ryan and Miller",2022-11-14,86.59,60.16,65.78
7191,relationship,Robert Marks,"Davis, Huang and Gonzalez",2022-11-13,177.12,118.26,126.24
4318,response,Alexis Bell,Edwards-Mckenzie,2022-10-23,166.01,105.32,128.26
1553,past,Annette Hill,Ibarra-Warren,2023-04-08,433.97,288.24,322.41
7320,task,Krista Simpson,Luna-Richardson,2023-02-25,227.29,148.96,179.26
8637,entire,Gary Nguyen,Strong Ltd,2023-03-25,248.84,160.85,193.99
6486,major,Kyle Dunn,"Hernandez, Douglas and Moore",2023-01-07,275.14,170.3,211.29
7752,low,Jean Giles,Silva Group,2023-04-06,483.96,331.61,355.62
4056,morning,Stephen Lawrence,Zimmerman PLC,2023-01-30,395.61,240.79,313.52
7618,style,Cindy Frederick,Morris and Sons,2023-06-15,291.45,201.14,231.85
7945,drive,Eugene Rivera,Page-Hayden,2023-07-18,377.32,254.62,298.51
7378,speak,Bridget Young,Ramirez PLC,2022-11-23,259.55,168.33,201.16
7708,serve,Karen Smith,Smith-Pearson,2022-11-02,209.94,142.45,158.56
9220,us,Travis Cooley,Smith PLC,2022-11-01,347.8,233.31,264.8
4055,light,Michael Crawford,Kerr PLC,2022-10-11,138.26,89.69,106.4
8547,myself,Christopher Sparks,"Thompson, Palmer and Sanchez",2023-02-13,236.37,161.15,182.52
9811,nearly,Norman Franklin,"Davis, Morton and Roach",2023-04-13,486.56,325.7,358.73
2406,ability,Timothy Anderson,"Pacheco, Campbell and Mcdonald",2023-05-13,422.36,260.36,334.59
2877,real,Teresa Knight,Anderson and Sons,2022-09-15,227.98,142.73,160.94
1933,state,Alyssa Williams,Mccann-Juarez,2023-03-16,254.58,167.22,200.82
8270,agree,Kristin Cruz,Ward-Gray,2022-10-08,358.68,247.51,266.0
7208,party,Justin Ramos,Hayes-Chase,2023-08-09,298.43,196.92,213.91
7038,company,Lori Gutierrez,Frost PLC,2022-12-14,52.45,33.59,39.95
9566,economy,Chad Braun,Lowe-Huff,2023-03-27,62.65,43.5,45.48
6605,community,Patrick Benson,Reeves LLC,2023-04-06,460.27,303.67,333.82
9104,hope,Emma Horne,Fernandez-Rios,2023-07-28,404.82,270.64,299.24
7639,audience,Jared Oneal,Ortiz Inc,2022-10-22,457.19,299.8,329.58
6125,couple,Andrea Martinez,Steele-Nguyen,2023-06-20,147.2,88.95,108.98
2445,father,Hannah Day,Brown LLC,2023-03-22,208.47,138.38,165.49
7686,role,Veronica Ruiz,"Molina, Logan and Richard",2022-11-14,291.9,178.09,224.54
4498,strategy,Thomas Buck,Rodriguez-Smith,2023-07-22,155.86,104.45,118.11
2536,arm,John Reyes,Castro Ltd,2023-07-09,473.41,329.57,347.53
6184,happen,Stephanie Davis,"Small, White and Wilson",2023-07-07,454.01,289.76,342.43
9896,group,Carla Chapman,Conner-Mayo,2023-06-28,154.37,95.46,109.36
2319,his,Daniel Collins,Castillo LLC,2022-11-22,311.02,208.48,223.51
7125,write,Benjamin Walker,Chung-Woodard,2022-09-21,186.45,113.57,136.41
2275,record,Eric Singleton,"Gutierrez, Ashley and Holmes",2022-12-23,214.68,142.35,158.38
3565,billion,Anthony Martin,Nelson LLC,2022-11-15,246.49,157.54,187.99
2787,day,Katherine Herring,Ryan and Sons,2023-04-16,168.01,116.9,119.08
9644,finish,Sarah Mcintosh,Smith-West,2023-06-12,221.51,150.77,161.12
6774,part,Misty Carr,"Singh, Stewart and Taylor",2022-10-14,161.02,111.45,118.02
1536,country,Jonathan Carter,Williams Ltd,2022-12-23,217.39,136.54,155.64
8879,sign,Mark Anderson,Ponce LLC,2023-07-01,144.49,94.35,109.35
5303,network,Susan Parker,"Sparks, Lopez and Sawyer",2023-05-31,228.98,157.03,167.6
6655,game,Angela Beard,Garcia Inc,2023-03-18,443.54,279.48,315.73
4421,fly,Amanda Cooper,"Wright, Kelley and Sutton",2023-08-04,474.7,308.42,341.73
5518,maybe,Mathew Burton,Guerrero PLC,2023-04-18,418.26,265.72,300.43
1949,travel,Karen Grant,Fernandez-Bond,2022-11-13,100.39,62.83,76.08
2695,movie,Jessica Drake,Haney-Paul,2023-04-28,181.14,122.8,143.96
6508,side,Desiree Gillespie,Riggs-Green,2023-06-01,408.36,254.64,325.35
5473,create,Edward Hodges,Sellers-Buckley,2022-09-12,209.8,139.35,163.57
5719,easy,Lynn Huang,Webb-Moore,2023-05-12,130.76,83.33,92.85
8985,federal,Jason Navarro,"Berg, Bennett and Mayo",2023-01-12,278.45,172.84,209.53
7290,degree,Jackie Butler,"Todd, Sharp and Eaton",2023-01-11,340.42,205.62,250.86
5078,best,Robert Serrano,Stephens-Marshall,2022-10-09,442.2,297.74,314.13
8724,he,Autumn Campbell,"Poole, Coleman and Summers",2023-02-14,175.71,109.23,130.93
2732,hope,Heidi Carrillo,Rodriguez-Stewart,2022-11-07,418.99,289.38,325.03
3856,challenge,Anna Tate,Phillips-Gaines,2023-01-30,136.74,93.43,104.86
4352,significant,Mr. Matthew White,Daniels-Moore,2022-12-15,339.12,225.35,251.26
7957,sign,Theresa Scott,Sanders and Sons,2023-07-30,201.9,131.73,158.12
2941,quality,Shawn Garcia,Kane-Zavala,2022-11-22,491.64,322.32,353.46
6027,debate,Monica Miller,"Cain, Davenport and Acevedo",2022-11-16,204.7,133.32,151.07
6164,mention,Christina Rivera,"West, King and Jones",2023-06-13,434.1,284.38,305.11
4098,system,Sarah Wolfe,Parker-West,2023-04-14,262.58,170.93,185.79
5519,institution,Wayne Nichols,Hood Ltd,2022-09-21,300.38,195.32,215.44
7511,policy,Mark Lam,Zimmerman Group,2023-05-16,154.44,99.46,109.9
7027,later,Sharon Peterson,"Keller, Malone and Green",2022-12-24,391.82,272.41,305.84
9717,entire,James Aguirre,"Diaz, Mcclure and Jacobs",2022-08-28,371.12,251.64,262.27
9656,new,Edward Gonzales,Kelly-Richardson,2023-06-29,182.48,127.22,138.33
5296,bank,Theresa Noble,Stephenson-Rodriguez,2023-01-01,459.48,303.83,342.21
9049,director,Toni Houston,Myers and Sons,2023-08-13,189.92,132.8,149.19
6858,detail,Michelle Jimenez,"Nolan, George and Reed",2022-11-25,401.02,255.07,297.3
4248,argue,Joshua Nelson,Smith-Campbell,2023-06-10,286.04,172.7,200.48
6079,government,Kelly Zamora,Shelton-Duncan,2023-02-06,318.57,212.41,227.76
4485,view,Jessica Reed,"Spears, Matthews and West",2022-10-26,265.34,177.13,195.33
3114,try,Max Alexander,Miller-Medina,2023-05-01,280.3,177.41,207.97
5080,road,Michelle Mills,Chambers PLC,2023-03-06,440.63,271.79,314.7
9779,clear,Gabriel Bowers,Combs-Collins,2022-12-15,63.86,44.17,49.75
4936,theory,Tony Farley,"Simon, Petty and George",2022-12-14,496.38,311.88,360.72
8833,production,Michael Romero,"Mcmahon, Ward and Gibson",2023-06-26,131.44,87.75,103.93
2328,down,Mark Gomez,"Holt, Gentry and Hernandez",2022-11-27,412.62,253.8,293.62
8954,almost,Jay Moore,Ball Inc,2022-12-31,260.42,178.31,184.08
2775,its,Leonard Fitzpatrick,"Garcia, Ramirez and Welch",2023-03-05,309.59,198.45,226.96
7257,success,William Taylor,"Williams, Gonzalez and Martin",2022-11-12,144.03,88.11,103.0
9101,sure,Emily Washington,Francis and Sons,2022-10-22,319.4,218.86,227.46
4859,stage,Derrick Mathews,Brewer PLC,2022-10-10,455.56,275.58,342.49
2811,after,Megan Anderson,Yates-Austin,2022-11-22,260.51,167.51,184.34
7982,left,Steven Sullivan,Gomez Group,2023-08-16,495.36,341.22,348.19
2929,build,Brian Barnes,"Russell, Rodriguez and Sanders",2023-04-23,101.93,64.21,71.87
1283,exist,Kyle Nunez Jr.,Sanders-Smith,2023-06-29,126.51,87.93,97.78
6814,oil,Justin Johnson,"Hatfield, Roberts and Thompson",2022-08-30,446.49,293.09,346.75
8319,rate,Mr. Kevin Patel DDS,Sellers LLC,2023-08-02,158.47,96.73,122.45
8290,quickly,Rebecca Greene,"Keith, Aguirre and Hernandez",2023-03-25,134.98,88.39,96.65
2311,couple,Dana Thomas,Martinez-Lamb,2023-02-07,471.04,295.53,351.2
5261,party,Angelica Harris,Robertson-Smith,2023-04-08,113.38,73.25,88.52
8211,brother,Robert Shaffer,"Morris, Boyer and Jacobs",2022-11-27,490.87,338.06,372.71
6669,ten,William Todd,Andrade and Sons,2023-04-11,347.93,229.8,272.78
9608,region,Caroline Smith,Wolfe PLC,2023-05-25,422.95,280.16,313.65
8229,anything,Roberto Valdez,Crawford and Sons,2023-01-05,136.04,88.95,103.8
1892,door,Anthony Crawford,Sullivan-Coffey,2023-06-03,315.87,192.72,250.42
4353,radio,Larry Hunt,Wilson Group,2023-06-23,189.99,117.33,144.41
2068,quality,Michael Johnson,"Mathis, Reynolds and Olson",2023-04-11,292.09,181.94,224.07
9593,evening,Stephanie Decker,Hughes-Marshall,2022-10-22,397.78,240.44,288.72
9584,response,Andrew Edwards,Estrada-Coleman,2023-01-19,181.73,116.24,127.4
5278,near,Summer Black,Fleming-Medina,2023-02-15,245.15,165.47,179.4
2882,president,Julie Avila,White Ltd,2023-06-12,433.54,280.29,308.2
4560,contain,Nicholas Chapman,"Farrell, Chavez and Tate",2023-01-03,149.08,90.87,112.03
8039,approach,Joseph Russell,Osborn-Lee,2022-12-30,459.94,281.32,354.13
2809,strategy,Joseph Peterson,Mcgee Inc,2023-05-27,56.68,39.35,42.69
8484,number,Sherry Rivera,Warren-Hill,2023-08-02,402.24,252.23,296.28
6707,should,Curtis Hanna,Johnson-Thompson,2022-12-03,308.5,196.98,227.66
6378,could,Dawn Morris DDS,Lara Group,2023-05-22,135.77,85.41,95.8
1314,throughout,Lori Stephens,"Lopez, Jones and Robinson",2023-05-30,326.49,218.97,239.43
9704,reduce,Crystal Walker,Lewis Ltd,2023-08-12,385.27,237.87,290.26
5859,left,Sarah Foley,"Butler, Huber and Santos",2022-12-05,293.55,180.14,225.07
6592,cause,Alexis Parker,Collins-Bryant,2023-01-04,263.26,183.8,186.74
2618,put,Andrew Carrillo,Roman Ltd,2023-07-14,97.93,67.74,69.39
3165,notice,Michael Valencia,Dawson Group,2023-07-09,175.66,108.82,128.81
7410,against,Joshua Henry,Johnson-Moore,2023-08-13,347.66,226.3,277.74
2040,something,Jeffrey Rodriguez,Fleming Inc,2023-05-13,80.21,55.94,59.33
1442,force,Jennifer Brown,Hahn-Decker,2023-06-27,486.05,326.85,364.96
4179,his,Larry Vargas,Powers-Reilly,2022-11-28,466.48,285.68,370.54
7192,claim,Thomas Banks,Christian PLC,2023-03-25,313.75,191.97,240.3
2488,various,Michael Manning,Scott and Sons,2022-11-15,154.68,102.96,119.88
1797,capital,Nicholas Hudson,"Berry, Martinez and Kelly",2022-11-22,375.71,256.14,291.93
6105,good,Jacob Armstrong,Brennan PLC,2022-10-07,494.54,342.07,369.08
5733,if,Cassandra Conway,"Santos, Patterson and King",2023-03-21,54.99,33.14,40.26
1870,culture,Adam Smith,"Decker, Zhang and Brown",2023-06-24,264.7,173.6,186.71
4779,will,Stephanie King,Miranda-Perez,2023-06-26,483.2,315.62,357.17
5427,its,Scott Walker,Jenkins Inc,2023-07-27,283.15,170.82,223.43
7634,throughout,Brianna Thomas,Mccullough-Sanchez,2023-03-27,262.67,179.83,190.09
1787,nature,Jennifer Thompson,Pierce-Ray,2023-02-22,445.77,284.25,326.38
1571,almost,Abigail Carter,Smith Inc,2023-04-06,189.98,115.34,143.42
5795,try,Cynthia Weiss,Zamora-Cain,2023-08-14,116.21,72.47,92.79
5095,yes,Kelsey Ellis,Myers-Gonzalez,2022-12-16,240.45,151.51,188.67
3121,his,Christopher Buckley,Lopez PLC,2022-10-22,368.15,240.03,291.97
6687,bring,Aaron Castillo,Cox and Sons,2022-10-16,203.58,139.5,160.66
2428,parent,Philip Griffin,Flowers-Walker,2023-01-28,180.35,118.98,130.11
4960,traditional,Charles Perry,Schaefer-Pierce,2023-04-24,376.82,249.18,280.87
6189,member,Michelle Velez,Page-Wright,2023-01-29,470.56,293.5,368.81
8339,check,Jesse Zimmerman,Baker Ltd,2023-05-12,198.84,119.76,158.15
8030,less,Rachel Bailey,Wilson Group,2023-07-16,464.38,318.27,329.74
8659,say,James Walton,Webb Ltd,2022-08-26,353.57,218.87,263.34
1289,central,Melissa Pierce,"Santiago, Rojas and Sanchez",2023-05-07,204.15,134.73,156.5
7222,matter,Charles Velasquez,Hill-Reed,2022-09-30,265.23,168.48,210.36
9306,hair,Benjamin Delgado,"Miller, Randall and Farmer",2023-04-09,169.52,101.94,126.5
4280,next,Michelle Myers,Casey-Rasmussen,2023-01-13,363.83,225.69,267.99
9239,sister,David Wright,Barnett-Figueroa,2023-08-26,120.35,75.5,89.35
7781,smile,Michael Hubbard,"Khan, Adams and Barker",2023-07-09,491.07,324.17,375.21
8579,role,Joseph Delgado,Young Ltd,2023-05-26,454.04,316.92,331.14
2353,performance,Yvonne Hernandez,Harrison-Robinson,2022-11-30,337.76,227.26,259.72
4112,state,Melanie Flores,Li-Landry,2023-02-24,291.3,189.37,231.65
2522,market,Julia Hawkins,Taylor-Miller,2022-09-11,403.49,275.3,307.29
6260,price,Stephanie Moore,Reed-Clark,2023-02-19,326.55,207.75,261.07
3655,ask,Joshua Hoover,Livingston PLC,2022-10-28,76.35,46.86,58.75
9194,industry,Joseph Williamson,"Nguyen, Williams and Johnson",2023-07-19,158.95,103.44,125.09
7500,father,Justin Garrett,Tate-Jacobs,2023-06-03,247.63,152.85,192.27
8454,budget,Roberto Frazier,"Smith, Smith and Clark",2022-11-18,303.85,206.26,221.6
3126,spring,Christopher Jones,"Anderson, Steele and Jones",2023-01-26,273.65,188.76,217.8
1038,feeling,Ryan Taylor,Williams and Sons,2022-09-08,181.33,120.9,144.92
7429,fund,Michael Tran,Todd PLC,2022-09-02,277.59,176.2,209.76
3232,mind,Jill Noble,Myers-Davis,2022-12-23,470.58,319.15,347.49
9486,summer,James Moreno,Norman-Mcbride,2023-03-12,163.84,106.88,129.41
9929,author,Abigail Jimenez,Stokes and Sons,2023-01-23,58.23,35.82,43.02
6724,attack,David Zavala,"Murphy, Cunningham and Carlson",2023-06-15,425.75,287.24,306.46
