PartNo,PartName,User,Supplier,Date,SupplierQuote,Rec,SettledPrice
4366,Hex Nut,Amy Morrow,Valenzuela-Mason,06-12-2022,226.32,144.71,176.95
3880,Hex Nut,Ernest Johnson,"Campbell, Barber and Bush",06-12-2022,386.67,267.85,271.97
4939,Hex Nut,Megan Boyd,Wallace-Stevens,06-12-2022,379.04,247.99,293.19
7878,Hex Nut,Michael Grimes,Bryant-Banks,07-12-2022,183.95,111.59,135.55
2826,Hex Nut,Richard King,Price LLC,07-12-2022,312.42,204.83,236.51
1983,Hex Nut,Timothy Anderson,Preston-Mcdonald,09-12-2022,134.85,82.41,97.37
6493,Hex Nut,James Davis,Kennedy-Vega,09-12-2022,222.66,148.58,159.43
2950,Hex Nut,Brittany Woodward,"Simpson, Pearson and Wu",09-12-2022,481.18,293.09,357.57
3293,Hex Nut,Leslie Fox,"Jones, Sanford and Willis",09-12-2022,218.05,135.92,171.89
4305,Hex Nut,Bruce Cortez,"Mcdonald, Wells and Evans",10-12-2022,262.08,160.27,208.41
3980,Hex Nut,Erik Mccarthy,Webb-Salas,10-12-2022,454.78,301.33,350.87
1762,Hex Nut,Daniel Rose,"Zamora, Aguilar and Walker",11-12-2022,105.56,71.04,74.25
7937,Hex Nut,William Jones,Moreno-Edwards,11-12-2022,197.23,137.81,153.17
4619,Hex Nut,Jenna Hughes,Hansen Group,11-12-2022,151.84,91.55,113.48
7742,Hex Nut,William Diaz,Reynolds PLC,13-12-2022,489.7,327.57,389.08
4480,Hex Nut,Brianna Robertson,Paul-Paul,13-12-2022,124.92,77.71,90.91
7380,Hex Nut,Mary Daniels,"King, Harper and Hanson",13-12-2022,238.59,154.86,178.99
4288,Hex Nut,Rebecca Lloyd,"Alexander, Fischer and Perkins",14-12-2022,268.29,178.88,212.53
1698,Hex Nut,Michael Sullivan,Gomez Inc,15-12-2022,263.22,176.8,197.04
8506,Hex Nut,Jessica Johnson,"Morrison, Williams and Gonzales",15-12-2022,373.11,254.54,290.64
5002,Hex Nut,Karen Love,"White, Crawford and White",15-12-2022,138.77,93.88,100.34
8573,Hex Nut,David Reyes,"Hanna, Wood and Bailey",15-12-2022,476.48,323.48,349.28
1116,Hex Nut,Kaitlyn Flowers,"Woods, Yoder and Spencer",15-12-2022,414.06,286.84,308.42
7829,Hex Nut,Dr. Christy Roberts DDS,"Moore, Oliver and Bell",16-12-2022,424.32,270.4,301.66
4333,Hex Nut,Anthony Meyer,"Barrera, Johnson and Krueger",16-12-2022,331.48,224.68,237.49
6185,Hex Nut,Christina Brown,Wilson PLC,17-12-2022,160.93,97.48,125.25
9190,Hex Nut,David Jacobs,Woods-Peterson,18-12-2022,285.64,174.86,225.35
7325,Hex Nut,David Chapman,"Morrison, Robertson and Silva",19-12-2022,309.13,199.75,217.28
6099,Hex Nut,Carrie Mays,Mcneil Inc,20-12-2022,457.1,312.52,345.26
6056,Hex Nut,Samantha Walker,Shelton-Thompson,20-12-2022,429.1,258.78,330.68
5770,Hex Nut,Jeffrey Middleton,Nolan-Watkins,21-12-2022,358.97,239.36,253.25
6546,Hex Nut,Kyle Willis,"Simpson, Gillespie and Jones",21-12-2022,375.82,247.53,264.82
5838,Hex Nut,Kimberly Walker DDS,Hendrix LLC,21-12-2022,94.7,62.4,70.1
9869,Hex Nut,Isabella Peterson,"Rollins, Beck and Russo",22-12-2022,279.85,193.52,211.22
5634,Hex Nut,Kelly Floyd,Cooper Inc,22-12-2022,452.52,299.28,360.01
9410,Hex Nut,Alex Reed,Lawson-Lee,22-12-2022,307.41,210.27,238.06
3144,Hex Nut,Kevin Edwards,"Young, Meyer and Harper",23-12-2022,355.25,234.02,262.19
1100,Hex Nut,Megan Wyatt,Hill LLC,23-12-2022,92.77,56.34,72.53
1314,Hex Nut,Mrs. Marcia Horn,Quinn-Dominguez,24-12-2022,450.33,295.69,315.25
7646,Hex Nut,Joseph Burton,Lee-Wood,25-12-2022,283.09,183.84,219.18
1836,Hex Nut,Phillip Jordan,Mitchell PLC,25-12-2022,261.18,168.6,205.65
1544,Hex Nut,Kelly Reed,"Bradshaw, Moore and Gillespie",25-12-2022,273.35,178.4,215.91
3902,Hex Nut,Brian Richardson,Howell and Sons,25-12-2022,142.91,87.9,104.66
5021,Hex Nut,Andrew Mullins,"Gross, Allen and Rogers",25-12-2022,309.71,186.4,222.89
2967,Hex Nut,Timothy Reeves,Lopez Ltd,26-12-2022,419.78,273.79,309.09
4465,Hex Nut,Sara Wu,"Brown, Kerr and Miles",27-12-2022,227.88,138.78,173.51
6986,Hex Nut,Emma Arias,Collins PLC,27-12-2022,229.22,158.73,179.63
9055,Hex Nut,Curtis Hardin,Myers PLC,27-12-2022,169.52,103.58,118.85
8598,Hex Nut,Ashley Johnson,Hawkins Inc,28-12-2022,229.77,152.71,168.46
9671,Hex Nut,John Coleman,"Mclaughlin, Jenkins and Guerrero",28-12-2022,376.04,236.16,269.59
8764,Hex Nut,Stacey Ford,Mitchell PLC,29-12-2022,92.27,55.79,68.5
4355,Hex Nut,Matthew Adams,"Cole, Austin and Castro",29-12-2022,328.47,208.54,257.21
9048,Hex Nut,Keith Williams,Jarvis PLC,29-12-2022,257.4,165.88,182.26
8478,Hex Nut,Michael Wright,Berry-Stewart,29-12-2022,337.95,211.41,265.5
3625,Hex Nut,Molly Fletcher,Lowery and Sons,30-12-2022,322,197.87,236.4
9584,Hex Nut,Randy Leonard DDS,Rangel-Parker,30-12-2022,52.47,32.07,36.93
5723,Hex Nut,Donald Gonzalez,Proctor-Valenzuela,30-12-2022,441.54,308.62,311.78
3681,Hex Nut,Ashley Valdez,Mcgee-Stanley,30-12-2022,223.56,148.79,176.97
8191,Hex Nut,Kelsey Ramos,Thomas LLC,30-12-2022,447.32,310.23,342.46
4628,Hex Nut,David Lewis,"Rich, Price and Anderson",30-12-2022,122.7,84.61,93.96
2784,Hex Nut,Mary Ho,Strickland Ltd,30-12-2022,165.29,101.36,124.32
2484,Hex Nut,Roberto Carter,Lloyd-Clark,30-12-2022,127.14,85.58,98.37
1944,Hex Nut,Katrina Randolph,Clay Group,31-12-2022,363.54,233.84,279.82
8590,Hex Nut,Courtney Mclaughlin,Gross PLC,31-12-2022,495.22,301.38,379.08
6385,Hex Nut,Marcus Rose,"Acevedo, Sanchez and Davis",31-12-2022,56.81,35.32,44.75
2659,Hex Nut,Derek Peck,Baldwin-Pineda,31-12-2022,280.56,191.31,218.16
6375,Hex Nut,Daniel Robertson,"Jones, Stephenson and Rogers",31-12-2022,115.42,75.24,84.53
8112,Hex Nut,Elizabeth Patton,"Pearson, Chavez and Holt",31-12-2022,192.28,126.19,151.05
6242,Hex Nut,Paul Barron,Daugherty Group,31-12-2022,332.53,228.38,265.18
1217,Hex Nut,Michele Pugh,Arias-Rodriguez,01-01-2023,292.15,188.28,210.93
6399,Hex Nut,Karen Thompson,Martin Group,01-01-2023,82.02,56.83,60.2
7599,Hex Nut,Joshua Smith,Jackson Ltd,01-01-2023,124.09,82.47,95.73
8653,Hex Nut,Steven Klein,Lewis-Robinson,01-01-2023,88.65,61.23,62.59
9495,Hex Nut,Mr. Daniel Holloway,May-Hall,01-01-2023,228.19,156.21,169.8
1234,Hex Nut,Misty George,Reynolds Inc,02-01-2023,380.24,258.1,271.79
6181,Hex Nut,James Shepherd,"Sims, Hunter and Palmer",02-01-2023,225.82,152.79,162.72
3809,Hex Nut,Elizabeth Sherman,Warren Ltd,02-01-2023,130.67,80.73,94.45
3184,Hex Nut,Beth Evans,Church-Mann,02-01-2023,449.24,275.69,345.74
8664,Hex Nut,Andrew Torres,Gonzales Ltd,02-01-2023,231.53,158.86,162.19
4250,Hex Nut,Angela English,Arnold-Mcdaniel,02-01-2023,242.45,157.79,174.44
3065,Hex Nut,Matthew Hernandez,"Butler, Guzman and Fernandez",02-01-2023,371.63,224.05,264.11
7617,Hex Nut,Rebekah Leach,Bryant and Sons,03-01-2023,206.49,136.81,152.69
9276,Hex Nut,Ms. Dominique Johnson,"Young, Meadows and Edwards",04-01-2023,217.42,139.59,152.24
5000,Hex Nut,Darrell Bailey,Johnson-Walker,04-01-2023,221.78,145.35,163.14
8526,Hex Nut,Jose Wilcox,"Thompson, Smith and Carpenter",04-01-2023,128.49,83.86,97.1
5932,Hex Nut,Ryan Butler,Brennan-Hawkins,05-01-2023,68.54,45.69,52.18
2171,Hex Nut,Kathy Rodriguez,Miranda-Caldwell,05-01-2023,189.17,125.09,142.47
9349,Hex Nut,Angela Short,Wyatt Group,06-01-2023,448.13,287.68,352.46
8191,Hex Nut,Carl Smith,"Jones, Holmes and Carter",06-01-2023,385.7,265.63,291.27
1281,Hex Nut,Manuel Thompson,Ward-Jackson,07-01-2023,201.48,136.9,158.4
3936,Hex Nut,Shawn Watts,Kim-Price,07-01-2023,243.3,156.92,176.21
8704,Hex Nut,Anthony Allen MD,"Reynolds, Rogers and Morgan",07-01-2023,220.16,153.33,165.27
4358,Hex Nut,Angela Warren,"Flores, Mercer and Wagner",08-01-2023,294.85,190.35,211.61
5748,Hex Nut,Randy Wilson,Young LLC,08-01-2023,141.03,85.95,99.92
8804,Hex Nut,Sergio Rowe,"Murray, Ford and Haynes",08-01-2023,373.53,242.86,279.77
9619,Hex Nut,Deborah Smith,"Davis, Garrett and Coleman",08-01-2023,475.48,324.75,358.44
8997,Hex Nut,John Phillips,Tyler PLC,08-01-2023,122.08,80.56,93.93
3918,Hex Nut,Michelle Walker,Gamble-Welch,09-01-2023,227.92,137.94,162.16
5086,Hex Nut,Jessica Taylor,"Flores, Taylor and Key",09-01-2023,432.99,300.45,323.14
8312,Hex Nut,Richard Martinez,Hall Inc,09-01-2023,248.02,149.42,190.51
9897,Hex Nut,Hector Johnson,Williams Inc,09-01-2023,198.52,124.31,155.48
9937,Hex Nut,Steven Parker,"Santos, Nguyen and Mcguire",10-01-2023,425.07,284.91,316.54
3561,Hex Nut,Kimberly Robinson,"Williams, Harris and Malone",10-01-2023,496.15,334.2,370.76
8308,Hex Nut,Leon Armstrong DDS,Mccoy LLC,10-01-2023,475.14,295.69,340.31
8819,Hex Nut,Deborah Walls,Mitchell LLC,11-01-2023,340.91,213.44,267.14
3700,Hex Nut,Kimberly Davis,Smith-Wyatt,11-01-2023,485.41,308.79,384.93
3815,Hex Nut,Susan Rose,"Keith, Burns and Santiago",11-01-2023,186.09,126.6,137.18
4780,Hex Nut,Jessica Peters,Church-Carr,12-01-2023,128.09,86.35,99.45
1444,Hex Nut,Timothy Petty MD,Gonzalez PLC,12-01-2023,171.62,113.59,120.78
7281,Hex Nut,Fred Todd,Ramos-White,12-01-2023,94.54,61.1,69.82
1421,Hex Nut,Shirley White,"Johnson, Allen and Peterson",13-01-2023,208.83,134.44,160.87
1932,Hex Nut,Elizabeth Hobbs,"Li, Bright and Martin",14-01-2023,306.21,213.28,217.34
2205,Hex Nut,Todd Vaughn,"Sweeney, Franklin and Scott",14-01-2023,132.16,91.33,103.62
8328,Hex Nut,Michael Fuller,Smith-Jenkins,14-01-2023,149.76,99.96,118.44
6467,Hex Nut,Heather Richardson,"Contreras, Lozano and Sanchez",14-01-2023,339.37,224.87,243.12
1747,Hex Nut,Morgan Novak,"Fisher, Moreno and Cruz",16-01-2023,146.07,99.84,105.21
8755,Hex Nut,Tina Scott,"Grimes, Keith and Moore",16-01-2023,289.27,195.88,207.77
5635,Hex Nut,Amy Velez,Torres LLC,17-01-2023,399.17,267.4,289.69
3372,Hex Nut,Darryl Montoya,Smith Group,17-01-2023,250.58,157.54,192.52
4170,Hex Nut,Beth Wright,Richardson-Gray,17-01-2023,340.25,228.72,267.7
4214,Hex Nut,Curtis Wheeler,"Phillips, Bradley and Hunt",18-01-2023,444.53,308.15,315.7
7530,Hex Nut,Johnathan Woods,"Clark, Baxter and Moore",19-01-2023,496.73,332.05,367.39
6097,Hex Nut,Tammy Compton,Mack-Lewis,19-01-2023,203.15,136.06,156.97
6970,Hex Nut,Peter Williamson,"Blake, Mcfarland and Freeman",20-01-2023,159.28,102.98,113.4
5046,Hex Nut,Carrie Griffin,Foster LLC,20-01-2023,120.54,80.2,94.33
9208,Hex Nut,Joseph Sosa,Elliott PLC,22-01-2023,133.57,88.86,93.59
4154,Hex Nut,Sydney Herman,Butler-Lewis,22-01-2023,232.23,148.32,166.81
6161,Hex Nut,Jill Wong,"Knox, Conway and Gibson",22-01-2023,198.29,131.79,157.28
7033,Hex Nut,Brandi Neal,Velez-Lyons,23-01-2023,465.14,300.74,359.06
5019,Hex Nut,Megan Johnson,Holt Inc,23-01-2023,111.81,73.57,84.41
5234,Hex Nut,Dominic Hurst,Martin and Sons,23-01-2023,156.87,103.87,114.73
2532,Hex Nut,Michelle Wells,Horn Group,23-01-2023,298.89,183.52,221.25
4796,Hex Nut,Richard Chandler,Perez-Duncan,24-01-2023,341.58,211.98,270.51
5675,Hex Nut,Gene Berry,Miller Ltd,24-01-2023,286.23,176.79,218.09
7370,Hex Nut,Michael Sanders,"Vasquez, Williams and Miller",24-01-2023,407.28,264.22,311.89
5598,Hex Nut,Tricia Allen,Edwards-Jacobson,25-01-2023,100.13,61.06,77.84
3405,Hex Nut,Wendy Lowery,Vance Ltd,25-01-2023,73.73,50.95,55.86
4643,Hex Nut,Bonnie Medina,Sullivan-Bradley,26-01-2023,490.21,340.74,376.54
7490,Hex Nut,Kenneth Harrington,Hall LLC,27-01-2023,320.79,218.74,228.95
8907,Hex Nut,Casey Thomas,"Larson, Fletcher and Kim",27-01-2023,335.54,230.82,261.44
8879,Hex Nut,Jessica Brown,Lewis-Anderson,28-01-2023,310.69,193.03,232.33
3549,Hex Nut,Mrs. Stephanie Maldonado,Young Group,28-01-2023,460.86,294.56,365.71
2584,Hex Nut,Jeffrey Gill,Castillo-Bennett,28-01-2023,142.39,90.94,104.32
5084,Hex Nut,Kenneth Wilson,Davis Inc,29-01-2023,229.86,155.8,179.24
3719,Hex Nut,Robert Henry,Ramirez-Morgan,29-01-2023,73.42,48.17,53.85
6803,Hex Nut,Amanda Wright,Aguirre-Smith,30-01-2023,407.59,272.6,314.46
8455,Hex Nut,Gary Bailey,Gonzalez Ltd,31-01-2023,451.33,298.41,327.51
8699,Hex Nut,Michael David,"Matthews, Bennett and Nichols",31-01-2023,215.2,131.46,162.87
5740,Hex Nut,Lisa Gray,Ferguson-Miller,01-02-2023,86.28,55.54,67.94
6344,Hex Nut,Sheila Davis,Adams Inc,01-02-2023,212.97,132.61,153.02
3273,Hex Nut,Jeffery Garrett,"Wilson, Price and Kerr",01-02-2023,50.87,33.52,39.05
5062,Hex Nut,Megan Page,Wilson-Ramirez,01-02-2023,85.6,52.35,65.51
6795,Hex Nut,Jacob Hall,Payne LLC,02-02-2023,140.83,92.44,110.38
4584,Hex Nut,Cheryl James,Hart Inc,02-02-2023,110.2,72.8,77.55
9910,Hex Nut,Christopher Fox,"Shaw, Oneal and Hampton",02-02-2023,184.99,126.9,142.97
1590,Hex Nut,Mike Mullins,Dixon LLC,03-02-2023,61.28,40.23,44.73
9946,Hex Nut,Jennifer Good,Conner Inc,03-02-2023,94,62.16,72.65
4981,Hex Nut,Michelle Rodriguez,Hernandez LLC,03-02-2023,226.08,141.9,174.54
3997,Hex Nut,Mark Smith,Morris Group,03-02-2023,394.77,242.76,288.64
3800,Hex Nut,Dwayne Maddox,Krueger Ltd,03-02-2023,261.58,170.36,199.09
1846,Hex Nut,Jason Davis,White and Sons,05-02-2023,319.72,201.88,234
6998,Hex Nut,Roberto Ramos,"Hayes, Avery and Wallace",06-02-2023,473.18,329.53,363.34
7178,Hex Nut,Anthony Heath,Mccall Inc,06-02-2023,51.05,33.33,36.59
5631,Hex Nut,Hayley Glover,"Ellison, Gomez and Austin",07-02-2023,292.81,190.67,208.55
3215,Hex Nut,Susan Snow,Thompson Group,07-02-2023,209.91,138.56,154.16
4244,Hex Nut,Jeffery Nixon,"Butler, Berry and Dyer",07-02-2023,78.51,54.23,61.01
5232,Hex Nut,Douglas Harrison,Moore LLC,08-02-2023,447.27,304.46,319.06
5892,Hex Nut,Nicholas Fernandez,Craig-Schroeder,08-02-2023,431.65,275.01,325.46
5141,Hex Nut,Jessica Lawrence,Jackson Ltd,09-02-2023,152.49,105.39,114.63
6138,Hex Nut,Robert Barber,"Adams, Mclean and Lewis",09-02-2023,114.97,76.36,83.46
7388,Hex Nut,Lisa Campos,Turner-Ross,10-02-2023,233.63,153.28,175.75
5251,Hex Nut,Brenda Price,Willis LLC,10-02-2023,324.53,205.3,242.81
2590,Hex Nut,Daniel Morrow,"Reynolds, Harris and Franklin",11-02-2023,317.92,200.94,229.62
1334,Hex Nut,Priscilla Hogan,"Francis, Hernandez and Kim",11-02-2023,447.22,290.94,341.43
8141,Hex Nut,Craig Fuller,Nolan and Sons,11-02-2023,125.18,78.97,90.58
1274,Hex Nut,Michael Daniels,Yates-Reed,11-02-2023,91.64,59.26,64.39
2352,Hex Nut,Debra Hoffman,Cannon-White,11-02-2023,292.27,199.4,209.43
6875,Hex Nut,Diana Guzman,"Smith, Griffith and Mills",12-02-2023,239.7,165.19,168.04
5356,Hex Nut,Catherine Brown,"Wilson, Miles and Taylor",12-02-2023,467.85,326.57,333.42
2956,Hex Nut,Hailey Harris,Love LLC,12-02-2023,138.19,93.07,103.49
9443,Hex Nut,Megan Coleman MD,"Carter, Harris and Grant",12-02-2023,189.76,125.55,136.14
9600,Hex Nut,Joanna Krueger,"Garcia, Church and Howell",12-02-2023,375.38,232.62,271.62
7247,Hex Nut,Kathryn King,Miller-Conley,12-02-2023,482.49,310.81,384.34
9592,Hex Nut,Jamie Carlson,Fisher Inc,13-02-2023,116.45,81.44,89.81
3507,Hex Nut,Lynn Hampton,Harrington-Perez,13-02-2023,391.91,262.79,299.98
8319,Hex Nut,Elizabeth Reynolds,Jackson-Mitchell,13-02-2023,426.82,274.08,318.25
6164,Hex Nut,Christine Durham,Everett Ltd,14-02-2023,175.25,105.66,124.38
5792,Hex Nut,Christy Ortiz,"Copeland, Stewart and Larson",14-02-2023,411.46,277.17,321.9
9832,Hex Nut,Haley Hawkins DDS,"Tate, Chandler and Taylor",15-02-2023,365.81,249.34,283.09
1819,Hex Nut,Stephanie Key,Williams-Pena,15-02-2023,276.24,169.31,218.99
3190,Hex Nut,Jacob Grant,Wood Ltd,15-02-2023,147.6,95.2,115.81
2150,Hex Nut,Vicki Hahn,Turner Group,15-02-2023,141.64,95.45,107.7
4908,Hex Nut,Rachel Stein,Howell PLC,16-02-2023,310.83,201.59,226.17
5976,Hex Nut,Jill Wang,"Shields, Leonard and Mccoy",17-02-2023,305.38,211.68,235.07
5938,Hex Nut,Tiffany Jimenez,"Richardson, Rodriguez and Garner",17-02-2023,115.26,75.13,80.84
6870,Hex Nut,Tracy Miller,Anderson Inc,17-02-2023,215.78,130.25,157.22
9095,Hex Nut,Ms. Barbara Hess,Harris-Miles,18-02-2023,99.58,62.62,71.79
4882,Hex Nut,Adam Logan,Collins-Chavez,18-02-2023,260.12,170.88,201.34
1512,Hex Nut,Joshua Ramirez,"Davis, Sullivan and Huerta",18-02-2023,54.22,37.33,43.29
9023,Hex Nut,Barry Mckinney,Tran-Morgan,19-02-2023,119.89,80.39,94.42
7624,Hex Nut,Martin Jones,Smith-Moreno,20-02-2023,85.71,53.52,68.46
6111,Hex Nut,Wendy Lewis,Evans-Welch,20-02-2023,407.01,253.17,300.15
9144,Hex Nut,Sarah Hawkins,Cox and Sons,20-02-2023,67.05,46.92,53.37
9706,Hex Nut,Ann Smith,"Foster, Farley and Townsend",20-02-2023,394.24,262.68,304.5
4380,Hex Nut,Kelly Patterson,Smith Inc,21-02-2023,341.29,205.51,256.99
3177,Hex Nut,Anthony Mejia,"Smith, Martinez and Sanchez",23-02-2023,67.05,46.35,53.3
1093,Hex Nut,Linda Mccarthy,Collins-Jones,23-02-2023,161.26,97.97,117.72
3594,Hex Nut,Chase Marquez,Zuniga PLC,23-02-2023,224.16,155.41,157.99
8711,Hex Nut,Courtney Wolf,Buckley-Brooks,23-02-2023,498.03,335.21,382.94
2471,Hex Nut,Eric Wilkins,"Singh, Marshall and Swanson",23-02-2023,463.9,295.89,370.22
1074,Hex Nut,Dean Dominguez,Franco Ltd,24-02-2023,458.04,275.29,355.06
7576,Hex Nut,Michael Morris,"Bowen, Scott and Young",24-02-2023,429.19,275.77,334.2
3423,Hex Nut,Martin Wilson,Vega Group,24-02-2023,421.35,292.56,308.29
8371,Hex Nut,Joseph Henderson,Howell Inc,25-02-2023,395.81,255.69,312.03
9110,Hex Nut,Veronica Mann,Martin-Logan,25-02-2023,296.77,206.36,216.96
9353,Hex Nut,William Nelson,"Sloan, Mcintyre and Hernandez",25-02-2023,446.45,271.3,313.51
7957,Hex Nut,Jennifer George MD,"Gonzales, Walker and Nelson",26-02-2023,174.11,107.8,125.77
9878,Hex Nut,James Hanson,Jackson Ltd,27-02-2023,165.32,101.32,120.13
3225,Hex Nut,Lisa Landry,"Rice, Harrison and Arnold",27-02-2023,332.52,215.71,261.95
7996,Hex Nut,Jeremy Adams,Griffin-Lin,28-02-2023,182.68,110.27,142.26
5211,Hex Nut,Thomas Greene,Larson Inc,28-02-2023,384.61,264.92,278.19
3358,Hex Nut,Carly Webster,Thomas Ltd,01-03-2023,102.75,66.74,77.11
5202,Hex Nut,Jessica Hurst,Scott Inc,02-03-2023,411.79,262.38,305.79
9148,Hex Nut,Charles Richards,Johnson-Davis,02-03-2023,217.88,133.87,170.58
5728,Hex Nut,Charles Jones,Carpenter LLC,02-03-2023,163.17,114.1,126.83
8535,Hex Nut,Ian Garner,"Baxter, Novak and Gates",02-03-2023,200.02,122.11,153.13
3946,Hex Nut,William Gonzalez,"Scott, Armstrong and Lewis",02-03-2023,117.02,81.8,92.59
7508,Hex Nut,Barry Archer,Mcgrath PLC,03-03-2023,241.71,157.57,175.17
5839,Hex Nut,Kenneth Dawson,Murphy-Duran,03-03-2023,239.88,163.07,171.66
1271,Hex Nut,Stephanie Smith,"Harrison, Burke and Davis",03-03-2023,285.11,195.96,214.3
6069,Hex Nut,Alexa Johnson,Hendricks-Craig,04-03-2023,53.63,33.85,38.55
8130,Hex Nut,Bryan Burke,Bryant-Nichols,04-03-2023,333.89,222.39,235.2
5931,Hex Nut,Tina Fisher,Davis-Todd,04-03-2023,157.5,98.39,111.11
7915,Hex Nut,Marcus Craig,"Spencer, Estrada and Crawford",04-03-2023,154.49,100.91,111.63
9506,Hex Nut,Sally Mullins,Higgins-Silva,05-03-2023,73.89,49.81,54.5
6697,Hex Nut,Brittany Moreno,Schneider Inc,05-03-2023,384.98,255.1,284.95
7488,Hex Nut,William Gibson,Perkins-May,05-03-2023,281.58,175.12,218.12
6105,Hex Nut,Dr. Gary Olson,Silva PLC,06-03-2023,328.18,223.77,231.93
5021,Hex Nut,Jessica Williams,"Eaton, Weaver and Grant",06-03-2023,107.06,71.51,81.11
3077,Hex Nut,Stuart Brown,Calderon Group,06-03-2023,103.67,67.23,80.54
4046,Hex Nut,Ashley Leonard,"Wilson, Pierce and Bowman",07-03-2023,74.17,51.85,54.39
8665,Hex Nut,Brandon Grant,Johnson and Sons,07-03-2023,88,61.54,65.19
7088,Hex Nut,Tricia Jackson,"Rodriguez, May and Allen",07-03-2023,106.18,69.18,83.8
9576,Hex Nut,Jacqueline Romero,Allen-Powers,07-03-2023,497.49,319.26,356.36
5591,Hex Nut,Donna Heath,Murray and Sons,07-03-2023,444.81,308.58,343.43
8825,Hex Nut,Robert Brock,Baldwin-Ramirez,07-03-2023,269.58,178.44,215.04
8081,Hex Nut,Larry Trujillo,Thompson-Holland,07-03-2023,334.48,209.62,244.39
4462,Hex Nut,Julian Morales,Hawkins-Sosa,07-03-2023,303.47,205.34,212.6
4639,Hex Nut,Christina Hall,"Calhoun, Simmons and Marshall",08-03-2023,130.02,82.52,91.45
7823,Hex Nut,Richard Buchanan,Harrell-Lynn,09-03-2023,383.12,258.84,290.62
2268,Hex Nut,Donald Johnson,Maynard Inc,09-03-2023,368.16,232.2,266.89
5381,Hex Nut,Ryan Yu,Simmons LLC,10-03-2023,355.44,234.67,255.57
6064,Hex Nut,George Williams,Lopez Ltd,11-03-2023,300.11,204.89,211.65
3337,Hex Nut,Nathan Wallace,Hobbs-Sloan,11-03-2023,434.16,282,322.92
3031,Hex Nut,Sarah Zamora,Miller Inc,11-03-2023,448.34,286.71,357.11
9086,Hex Nut,Shawn Jones,Taylor-Brown,14-03-2023,458.23,288.69,348.17
3599,Hex Nut,Stephanie Lawrence,"Anderson, Smith and Erickson",14-03-2023,187.76,125.95,149.27
4022,Hex Nut,Mark Smith,"Griffith, Roberts and Whitney",14-03-2023,462.06,308.26,342.84
5765,Hex Nut,Stephanie Scott,"Vang, Brown and Martinez",15-03-2023,270.2,183.71,203.04
6768,Hex Nut,Chris Klein,Hughes-Brown,15-03-2023,82.1,55.23,63.48
4815,Hex Nut,Daniel Ramirez,Stewart-Bridges,16-03-2023,306.21,184.29,234.16
2706,Hex Nut,Rhonda Huff,Stephens and Sons,16-03-2023,470.87,291.36,341.89
5021,Hex Nut,Lisa Taylor,Bonilla-Graves,16-03-2023,260.16,167.26,191.61
4948,Hex Nut,Melissa Hardin,Peterson-Bush,16-03-2023,194.65,120.55,148.68
1178,Hex Nut,Ashley Crawford,Farrell-Young,16-03-2023,58.21,40.35,41.67
3749,Hex Nut,Alexandria Hill,"Lee, Anderson and Anderson",16-03-2023,100.34,66.41,75.57
4248,Hex Nut,Kelly Smith,Lee-Jones,16-03-2023,280.27,175.01,219.99
2737,Hex Nut,Jerry Spence,Price LLC,16-03-2023,216.31,131.89,165.6
1231,Hex Nut,Maria Barker DVM,"Smith, Fitzpatrick and Hardy",16-03-2023,190.19,126.93,141.2
8501,Hex Nut,Ricky Jennings,James-Sanchez,17-03-2023,497.51,320.87,358.87
6173,Hex Nut,Tony Moore DDS,Sandoval-Diaz,17-03-2023,222.92,141.61,160.88
1804,Hex Nut,Susan Russell,"Rivera, Thompson and Garcia",18-03-2023,268.47,175.93,208.94
7121,Hex Nut,Melissa Russell,"Smith, Williams and Fowler",18-03-2023,385.02,249.55,302.32
5280,Hex Nut,Joseph Guerrero,Patel Inc,18-03-2023,396.01,275.93,312.95
7203,Hex Nut,Jennifer Lyons,Gonzalez Group,18-03-2023,430.87,284.97,311.44
3135,Hex Nut,Connor Cooper,Harris Group,18-03-2023,66.78,40.36,51.14
9672,Hex Nut,Mary Flores,Williams Ltd,19-03-2023,340.99,207.41,245.99
7052,Hex Nut,Kristen Tucker,"Johnson, Wilson and Hill",19-03-2023,448.79,300.39,356.26
4238,Hex Nut,Lori Ibarra,Hughes-Brown,19-03-2023,372.9,253.64,286.83
4094,Hex Nut,Stephanie Lane,Acevedo-Sparks,20-03-2023,324.52,207.62,233.87
9648,Hex Nut,Tracey Adkins,Sheppard-Hayes,21-03-2023,124.32,80.12,88.51
6635,Hex Nut,Sierra Rogers,Henderson PLC,21-03-2023,167.02,109.36,128.2
6213,Hex Nut,Daniel Livingston,Henry-Phillips,21-03-2023,221.09,143.44,165.1
7944,Hex Nut,David Hall,Figueroa-Mullins,21-03-2023,324.1,203.95,233.68
2293,Hex Nut,Maria Wilson,Berg PLC,23-03-2023,287.86,186.56,211.38
5326,Hex Nut,Wendy Gonzalez,"Oneill, Roman and Trujillo",23-03-2023,265.29,179.65,187.78
3229,Hex Nut,Juan Ferguson,"Spears, Baird and Navarro",23-03-2023,287.3,197.19,225.73
1400,Hex Nut,Elizabeth Smith,"Mills, Walker and Meyer",23-03-2023,354.94,243.96,266.45
7604,Hex Nut,Laurie Young,Morgan Group,24-03-2023,496.14,310.2,350.04
6644,Hex Nut,David Randolph,Simmons PLC,24-03-2023,471.45,299.12,374.32
